protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
UniRef90_G3V192,0.051586317,0.059656651,0.035660344,0.032182966,0.03128284,0.025343213,0.021170496,0.041934437
UniRef90_A0A1U8CL81,0.022964481,0.020887419,0.020177815,0.011860484,0.023208238,0.013559425,0,0.016673568
UniRef90_Q9ERB4-3,0.022522778,0.018704289,0.01887729,0.017658385,0.037813147,0,0,0.017261476
UniRef90_Q6P1Y8,0,0,0,0,0.014018736,0,0,0
UniRef90_P78324,0.056365641,0.053468946,0.058011902,0.037933818,0.039927174,0.0439679,0.029462196,0.046190417
UniRef90_Q02078-2,0.046628882,0.039209317,0.034298063,0.02448438,0.032487548,0.035119697,0.008652541,0.044692333
UniRef90_Q9NZE8,0,0,0,0,0.004993166,0,0,0
UniRef90_A0A2I3TP34,0.022522778,0.018704289,0.01887729,0.017658385,0.037813147,0,0,0.017261476
UniRef90_A0A287ATT0,0,0.010871605,0,0,0,0,0,0.007641933
UniRef90_P18206,0.03631635,0.060784624,0.044782671,0.041323361,0.028610437,0.049112139,0.022364931,0.047672949
UniRef90_A0A0J9YUY6,0.010562543,0,0.004837624,0,0,0,0,0
UniRef90_P10398,0.023522916,0.025101215,0.023761679,0.010208691,0.025426535,0.021898588,0.008779263,0.021805159
UniRef90_F1SCV1,0.004548784,0,0,0,0,0,0,0.004821494
UniRef90_G3V2Q5,0.004548783,0,0,0,0.00499316,0,0,0
UniRef90_K7GQ50,0.044684166,0.040058661,0.022589547,0.014231426,0.007848883,0.008249154,0.01422113,0.034066321
UniRef90_F8WE78,0.017776075,0.01087138,0.004837319,0,0.009986305,0.005247017,0,0.007641612
UniRef90_Q4R591,0.069876686,0.035794828,0.028431347,0.02152743,0.026337967,0.021374274,0,0.041880594
UniRef90_Q3TL44,0.022935034,0.038130143,0,0,0,0,0,0
UniRef90_Q8K4L3,0.013646294,0.015554425,0.016072936,0,0,0.010494398,0,0.021505303
UniRef90_O15273,0.01722823,0.040401757,0.011170548,0.032149251,0.026663398,0.012118585,0,0.031834687
UniRef90_Q99615,0.0144208,0.007420396,0.007667402,0,0.014980599,0,0,0
UniRef90_Q62696,0.01859441,0.02342896,0.020923031,0,0.016586989,0.008313913,0,0.014462149
UniRef90_A0A5G2R9Y3,0,0.00468186,0,0,0,0,0,0
UniRef90_O95359-6,0.015111918,0.019894004,0,0,0,0,0,0.017843355
UniRef90_P49717,0.017777691,0.017832076,0,0,0.014980436,0,0,0.014465473
UniRef90_Q8TC07,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A5G2R816,0.013645479,0.023648356,0.004836364,0,0.012905808,0.005245981,0,0.016681079
UniRef90_G1SN83,0.010562118,0.009363734,0.007667502,0,0.009986762,0.005247137,0,0.009643298
UniRef90_E9PXV3,0.015722041,0.027605975,0.025239214,0.008089855,0.014963591,0.013552813,0,0.027946437
UniRef90_G3UY13,0.007209731,0.012103369,0,0,0.004993086,0,0,0
UniRef90_K7ERN9,0,0.015554633,0.004837367,0,0.014981352,0.005247069,0,0.01446499
UniRef90_E9PLY6,0,0,0,0,0.004993166,0,0,0
UniRef90_Q64611,0.035741448,0.03909975,0.046498942,0.031671292,0.035578591,0.044013423,0,0.042656552
UniRef90_Q8BZW8,0,0,0.007667664,0,0,0,0,0
UniRef90_P11234-3,0.016833607,0.021753439,0,0,0.007912465,0,0,0.02293953
UniRef90_I3L1G1,0.007209774,0,0,0,0.0099866,0,0,0.004821451
UniRef90_B4DSU6,0.004548763,0,0,0,0.007914252,0,0,0
UniRef90_E9Q0C3,0.012770926,0.017330507,0.004837077,0.008099211,0.012907711,0.005246754,0.005545143,0.011194347
UniRef90_P51570,0,0.015553906,0.013581032,0,0.014980653,0.014732967,0,0.015284986
UniRef90_G3UYJ5,0.007209727,0,0,0,0.004993153,0,0,0
UniRef90_P07864,0.018599707,0.017329072,0.004836271,0.016200974,0,0,0.016643219,0.014464279
UniRef90_A0A0A0MRG8,0.025849564,0.016197998,0,0,0,0,0,0.014463089
UniRef90_Q96JE9,0.004548792,0,0,0,0,0,0,0
UniRef90_S4R2S8,0.007209373,0.009363354,0.009675738,0,0.014020003,0.005247049,0,0.011195395
UniRef90_Q6PHQ8,0.015736504,0,0.016737311,0,0,0.018158617,0,0.009642442
UniRef90_F5H1M8,0,0,0,0,0.007914111,0,0,0
UniRef90_Q96DC8,0.018599626,0,0.013582505,0.008099347,0,0,0,0
UniRef90_P36955,0.055339992,0.041567863,0.017633413,0.021766762,0.013805681,0,0.005461479,0.038431377
UniRef90_Q99598,0.015738611,0.009363264,0.01607375,0,0.014017823,0,0,0
UniRef90_B1AYL1,0.010550037,0.019881975,0.025266337,0,0.017262963,0.024455737,0,0.017832125
UniRef90_Q9XSD9-2,0.035247448,0.039907647,0.02040739,0.032269038,0.032547958,0.008250778,0.030526918,0.03109542
UniRef90_F5H755,0.007209694,0.007420616,0,0,0,0,0,0.007641963
UniRef90_Q13464,0.0452627,0.047876733,0.025403467,0.04054237,0.040299279,0.013271274,0.020097765,0.0468356
UniRef90_I3LL23,0.007209709,0.009363922,0,0,0,0,0,0
UniRef90_Q5W0J8,0.014421818,0,0.009675759,0.005110188,0,0,0,0
UniRef90_Q923Z2,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_F1SMA9,0.01276249,0.027216882,0,0.028856922,0.028185862,0,0,0.025524224
UniRef90_A0A0A0MRE1,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_Q330K2-3,0,0,0,0,0.018480231,0,0,0
UniRef90_O75663,0,0,0,0,0.004993166,0,0,0
UniRef90_P97874,0.009097748,0.004681833,0,0,0,0,0,0.004821474
UniRef90_K7EKZ0,0.004543932,0.02970044,0.012493694,0.026235977,0,0.010484514,0,0.027258454
UniRef90_S4R3B5,0.015112708,0.004681722,0,0.005110228,0.004993022,0,0,0.00764194
UniRef90_Q00765-2,0,0.03442553,0,0,0,0,0,0
UniRef90_Q14161,0.025560107,0.010870165,0,0,0,0,0,0.011194461
UniRef90_B7ZMP8,0,0.019529678,0.007666501,0,0,0,0,0.022682112
UniRef90_Q925N6,0,0,0,0.008099913,0.004993138,0,0,0
UniRef90_P13010,0.027132062,0.021476754,0.019349907,0,0.014013024,0.019978764,0,0.012458195
UniRef90_D3YX99,0.012771317,0.012103222,0.007667252,0,0.009986136,0,0,0.012464071
UniRef90_A0A287AUH9,0.014421497,0.004681725,0.007667661,0,0,0,0,0
UniRef90_Q498S7,0.030348165,0.004678599,0.020175315,0,0.014973779,0.008311504,0,0.011188339
UniRef90_D3YTS4,0,0,0,0,0.004993166,0,0,0
UniRef90_C9JC84,0.038318268,0.013118039,0.01530673,0.011841945,0,0,0,0.011172657
UniRef90_F5GXS8,0.033776935,0.027568817,0.032508162,0,0.007903596,0,0,0.021792639
UniRef90_Q9UDW1,0.013647891,0.010870905,0.012505716,0,0.004992948,0,0,0.011195223
UniRef90_P97371,0.009097461,0.015555024,0.009675394,0,0.009986333,0,0,0
UniRef90_Q6P3W7,0.007209742,0,0,0,0,0,0,0
UniRef90_M0QXU7,0.004548792,0,0,0,0,0,0,0
UniRef90_Q06AU7,0.010562351,0.02147154,0,0,0,0,0,0.00764166
UniRef90_A6PVK5,0.029652894,0.009359104,0.007663518,0,0.009981595,0,0,0
UniRef90_G1TDX2,0.007203894,0.033108653,0,0.011857894,0.017266546,0,0,0.018829901
UniRef90_P20042,0.004546068,0.007416348,0,0,0,0,0,0.035934459
UniRef90_F8VQ05,0,0,0,0,0.009986946,0,0,0
UniRef90_P04216,0.037358565,0.029289768,0.009654559,0.020408463,0.016554649,0,0,0.022360834
UniRef90_E7ESF6,0.011758939,0.004681829,0,0,0,0,0,0
UniRef90_Q8BQ30,0,0.007420662,0,0,0,0,0,0
UniRef90_F1S3I5,0.030823023,0.028847786,0.023238137,0.02206489,0.027598593,0.024050596,0.021090266,0.023161817
UniRef90_P47941,0.018096551,0.015465939,0,0.018812568,0.046904357,0,0,0.015927738
UniRef90_Q15031,0.012769101,0.017327271,0,0.017682495,0.020832153,0,0,0.009641599
UniRef90_P07311,0.010561733,0.010870797,0.013582371,0.011865811,0,0,0,0.016683289
UniRef90_Q8K157,0.007209595,0,0,0,0.017276012,0,0,0
UniRef90_P43155,0.025283129,0.031526987,0.004831079,0,0.013999789,0,0,0.028887902
UniRef90_P30041,0.022337637,0.025287571,0.009671701,0,0,0,0,0.02048538
UniRef90_G3UX74,0.004548721,0.004681788,0,0,0,0,0,0.01246459
UniRef90_A0A3Q0CJH2,0.022555741,0.022282057,0.004835845,0,0.007911317,0,0,0.021184943
UniRef90_P20618,0,0.023840441,0,0,0,0,0,0.004820944
UniRef90_P62310,0,0.012101383,0.016738563,0,0.012906283,0.018162406,0,0.01246244
UniRef90_O43324,0.021639082,0.022519775,0.01790083,0.016192874,0.021590548,0.0166318,0,0.022937392
UniRef90_F1LRS2,0.02680464,0.004680844,0,0,0,0,0,0.004820455
UniRef90_Q9WUI9,0.007209437,0.013145198,0.004837392,0,0.007913848,0,0,0.01353769
UniRef90_L5L1A9,0.009097764,0.004681842,0,0,0,0,0,0
UniRef90_F1RWY6,0.031512817,0.027119682,0.007659878,0,0.009976832,0,0,0.018345335
UniRef90_O00712-6,0.023728104,0.007418465,0,0.014345461,0.019514569,0,0.008787858,0
UniRef90_F1S7S9,0.004548781,0,0.004837659,0,0,0,0,0
UniRef90_Q8BGC0,0.009097948,0,0,0,0,0,0,0
UniRef90_A0A286XT55,0.009097764,0.004681842,0,0,0,0,0,0
UniRef90_Q86TU7,0,0.009363947,0,0,0,0,0,0
UniRef90_A0A4W2ICB8,0.009096791,0,0.016738467,0.01321051,0.015829046,0.014732412,0.005545008,0.016679607
UniRef90_Q6ZRY4,0.007209821,0.00468184,0,0,0,0,0,0
UniRef90_G3V355,0.014419667,0.014841778,0.013580939,0,0.014017261,0.014732866,0,0.016018221
UniRef90_H0YB78,0.00720945,0.007420365,0.011232977,0,0.011593936,0.012185194,0,0
UniRef90_Q6QGC0,0,0.029064463,0.016723256,0.022457906,0.021927465,0.010483794,0,0.028426319
UniRef90_H7C4E3,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_F1S0W9,0,0,0.020915216,0,0,0,0,0
UniRef90_H0YAK8,0.02058946,0.013143756,0,0,0.014017387,0,0,0
UniRef90_H0YH33,0.022329582,0.020882117,0.023288928,0.019451907,0.014970822,0.01217767,0,0.024756403
UniRef90_A0A5G2R118,0.014419823,0,0.019779184,0,0.004992923,0,0,0
UniRef90_P06748,0.03369383,0.028645583,0.013564307,0.016179443,0.01788038,0.013547526,0.017562676,0.012446552
UniRef90_A0A643CCD5,0.004548792,0,0,0,0,0,0,0
UniRef90_G4XUV3,0.004548771,0.007420757,0,0,0,0,0,0
UniRef90_Q17QS0,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_Q9JHS3,0,0,0,0,0.007914111,0,0,0
UniRef90_A0A286ZPQ6,0.00909722,0.009363378,0,0.010220622,0.009986069,0,0,0.019291795
UniRef90_A0A2K6GHN4,0.035460716,0.036629883,0.015289877,0,0.004977212,0,0,0.03756544
UniRef90_Q68CR8,0.007209705,0.007420628,0,0,0.004993138,0,0,0
UniRef90_K7EMU7,0.037410632,0.037995475,0,0.014302928,0.013973824,0,0.005527386,0.023377601
UniRef90_A0A2K5EWL9,0.01442075,0.017330605,0,0,0,0,0,0.012463778
UniRef90_H7C2T8,0.004548792,0,0,0,0,0,0,0
UniRef90_Q9D1K2,0.018197873,0,0,0,0,0,0,0
UniRef90_A0A287A2K0,0.018595034,0.014839571,0,0,0.027317256,0,0,0.011191958
UniRef90_P13611-4,0.026948402,0.023138915,0.023445813,0.022395656,0.043283102,0,0,0.021752636
UniRef90_G1TKQ8,0.009095822,0.01555222,0.011231566,0.014346611,0.019986249,0.005246255,0,0.019711091
UniRef90_A0A2I3HVP5,0.010561566,0.019536511,0,0,0,0,0,0.012464001
UniRef90_H0YIH9,0.023146876,0.025263842,0,0.016199751,0,0,0,0
UniRef90_F1SAA9,0.00909782,0.012103769,0,0,0.007913865,0,0,0.007641908
UniRef90_E9PEH6,0.010562283,0.016201169,0,0,0.004992901,0,0,0.007641612
UniRef90_D4A3X3,0.004547747,0.023223025,0.007666121,0,0,0,0,0.02011128
UniRef90_O00186,0.007209742,0,0,0,0,0,0,0
UniRef90_Q8CI51,0.029735997,0.04441141,0.020015847,0.02848359,0.033174516,0,0,0.044001284
UniRef90_Q05655,0.010562432,0,0.004837477,0,0,0,0,0.016682954
UniRef90_G5E9R5,0.033895162,0.038278204,0.009619921,0.019366522,0.014897215,0,0.008739829,0.038004766
UniRef90_A2ATQ5,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A5F8ADY6,0.012769765,0.017833097,0.014515729,0.011865886,0.004992104,0,0,0.016019479
UniRef90_Q62393,0,0,0,0,0,0,0,0.016018499
UniRef90_Q8ND76,0,0,0,0,0,0,0,0.009643276
UniRef90_Q9JJ31,0.007209832,0,0,0,0,0,0,0
UniRef90_Q13423,0.083154477,0.061181097,0.056647245,0.033584015,0.038658481,0.025485711,0.026947021,0.050949413
UniRef90_D3YUK4,0.012771222,0.014843554,0,0.005110167,0,0,0,0
UniRef90_A0A286YDI8,0,0,0,0.008099913,0.004993138,0,0,0
UniRef90_Q9BXJ4-3,0.015111976,0.009363835,0,0,0,0,0,0
UniRef90_F8WAS3,0.012771301,0,0.004837499,0,0.016588804,0,0,0
UniRef90_A0A2I3HZ92,0,0,0,0.01698277,0,0,0,0
UniRef90_D3YVR0,0.007207096,0.025293742,0.009672817,0.019459492,0,0,0,0.015283793
UniRef90_A0A287A1Y0,0.017775397,0.010870939,0,0,0,0,0,0.011195258
UniRef90_P23198,0.007208955,0.016198741,0.004837068,0.014348854,0,0,0.008789382,0.016683509
UniRef90_O08677,0.030778129,0.02903689,0.016722505,0.008091051,0.020396059,0,0,0.023660448
UniRef90_P51157,0,0,0,0,0.004993166,0,0,0
UniRef90_A0A087X1A9,0,0,0,0,0,0,0,0.007642006
UniRef90_Q9JJW5,0.021963883,0.040024811,0.024070626,0.040103874,0.021800075,0.017327794,0.005507972,0.032115089
UniRef90_Q9GJT2,0.038213922,0.043312916,0.032430868,0.043199581,0.033903889,0.025755394,0.030038489,0.045084896
UniRef90_Q8R0J7,0,0,0,0,0.007914111,0,0,0
UniRef90_Q86WU2,0.010562188,0,0.004837597,0,0.004993094,0.005247318,0,0.00482143
UniRef90_D3ZU51,0,0,0,0,0.014982655,0,0,0.004821363
UniRef90_H0YCD3,0.004548727,0.007420568,0.009675982,0,0,0,0,0
UniRef90_I3LNY6,0.049386283,0.046733689,0.030825298,0.0419585,0.049443166,0.032365107,0.02502957,0.041908746
UniRef90_F8WIP1,0.007209767,0.009364089,0,0,0,0,0,0.004821446
UniRef90_Q5T4S7-3,0.004548377,0.004681434,0.014513557,0,0.016590621,0.015744948,0,0.004821063
UniRef90_A0A2R9B061,0,0,0,0,0,0,0,0.004821501
UniRef90_P70583,0.049162496,0.048851942,0.028774268,0.025717546,0.030462998,0.019401726,0.021062794,0.040888459
UniRef90_P49116,0.037646206,0.033858225,0.020389596,0.024920742,0.021045711,0.005201866,0.015446563,0.045564592
UniRef90_Q5TCU3,0.01055911,0.02545119,0,0.019460151,0.007911486,0,0,0.014462677
UniRef90_P19234,0.012742364,0.037293262,0.009653492,0.040685162,0,0,0,0.007624438
UniRef90_A0A087WYF8,0,0.028366637,0.016725949,0.021316075,0.021930996,0.010485483,0,0.028056506
UniRef90_O15228,0.00454873,0.007420692,0.004837604,0,0.007914195,0,0,0
UniRef90_A0A4X1VSA9,0.004548792,0,0,0,0,0,0,0
UniRef90_P20918,0.088105786,0.039989656,0.042156786,0.035678434,0.034693249,0.027316826,0.032592823,0.042082798
UniRef90_A0A1B0GSP5,0,0,0,0,0,0,0,0.017290057
UniRef90_Q02790,0.018975851,0.020894364,0.012503761,0.008097708,0.007911864,0.005245781,0,0.017846162
UniRef90_B0YJC5,0.043784494,0.048684502,0.036215058,0.040318548,0.038578495,0.022303638,0.034261596,0.045671585
UniRef90_A0A7L0NJP5,0,0,0,0,0,0,0,0.016681785
UniRef90_A0A087X140,0,0,0,0.005110361,0.004993152,0,0,0
UniRef90_A0A2R8MBL2,0.010562157,0.004681777,0.007667746,0,0,0.005247303,0,0
UniRef90_Q9NVS9,0.007209701,0,0,0.008099908,0,0,0,0
UniRef90_Q96L92,0,0.00742057,0.007667583,0,0.007914021,0,0,0.007641916
UniRef90_Q8BPM0,0.011756983,0,0,0,0.027141339,0,0,0
UniRef90_A0A5F7ZJT8,0,0.012103017,0,0,0,0,0,0
UniRef90_Q4L180,0,0,0.011233263,0,0.011594231,0,0,0
UniRef90_Q9Y303,0.004548792,0,0,0,0,0,0,0
UniRef90_P49817,0.068364118,0.065846788,0.053431825,0.039050152,0.043622755,0.044895622,0.040077907,0.058501059
UniRef90_P51809,0.004548599,0.004681662,0.004837465,0,0.016591431,0,0,0.004821298
UniRef90_O11993,0.017324072,0.013144441,0,0,0.00998582,0,0,0.013536848
UniRef90_Q9WUR9,0.017318351,0.028167554,0,0.013205716,0.014013288,0,0.011087388,0.015279675
UniRef90_A0A1U7QI58,0,0,0,0.005110372,0,0,0,0
UniRef90_G3V3B0,0.011759891,0.00742064,0,0,0,0,0,0
UniRef90_F1N3Y6,0.019990303,0.007420226,0.0048373,0,0.004992788,0,0,0
UniRef90_F6YHZ8,0.010562819,0.012102868,0,0,0,0,0,0
UniRef90_A0A5F4DAW9,0.044111163,0.043538565,0.019147905,0.017485902,0.031063714,0.012046501,0.010965585,0.029759854
UniRef90_A0A0U1RRP9,0.039178077,0.038642767,0.028407085,0.015246152,0.027625625,0.029110921,0.016553333,0.030163034
UniRef90_F1SMC0,0.020587358,0.01619588,0.027613366,0.008096883,0.007911293,0.005245402,0,0.015282282
UniRef90_I3LPG9,0.007209742,0,0,0,0,0,0,0
UniRef90_Q9Y450,0.011758957,0,0,0,0,0,0,0
UniRef90_Q80WJ7,0.019325263,0.020240985,0,0,0.011593962,0,0,0.004821104
UniRef90_O75420,0,0,0.007667615,0,0.007914225,0,0,0
UniRef90_Q8VHT6,0.023165851,0,0,0,0,0,0,0
UniRef90_P56539,0.043392744,0.046474405,0.040755699,0.029060862,0.037361626,0.040931405,0,0.044451612
UniRef90_H7C4L9,0.013648588,0,0,0,0,0,0,0
UniRef90_Q9NPY3,0.032730866,0.009354558,0,0.011855316,0.004988029,0,0.005540113,0.033306829
UniRef90_F1SM74,0,0.020243913,0,0.021326422,0.009985304,0,0,0
UniRef90_Q3UMR5,0.049312586,0.053028864,0.046923108,0.027669631,0.040310289,0.017674574,0,0.032562156
UniRef90_P16157,0.021103404,0.025410081,0.035167572,0.019933318,0.023994347,0.016610042,0.021642328,0.021151633
UniRef90_Q9DBG9,0.009097628,0.012102862,0,0,0,0,0,0.012463963
UniRef90_P46414,0.034492217,0.034487663,0.02180969,0.008066785,0.017209799,0,0,0.037729032
UniRef90_A0A4V5P9L2,0.009097948,0,0,0,0,0,0,0
UniRef90_B4DHQ6,0.046377374,0.035288513,0.036517446,0.02865012,0.036625593,0.03371527,0.020207994,0.035684645
UniRef90_A0MZ66,0.004548781,0,0.004837659,0,0,0,0,0
UniRef90_A5D8V6,0,0.007420662,0,0,0,0,0,0
UniRef90_Q6IRK9,0.007209591,0,0,0.014348142,0.007913957,0,0,0
UniRef90_P07900,0.027827137,0.029940021,0.019767697,0.014335786,0.022259312,0.01471861,0.012867372,0.017272948
UniRef90_P21958,0.009097579,0.014047644,0.011232768,0.011866117,0,0,0,0.009643002
UniRef90_I3MCJ8,0.004548724,0.007420682,0,0,0.012907913,0,0,0
UniRef90_Q3TIR3,0,0,0.012506139,0,0,0,0,0
UniRef90_F1SEH0,0.007209738,0.004681787,0,0,0.009986871,0,0,0.004821426
UniRef90_Q96MW5,0,0,0,0,0.004993166,0,0,0
UniRef90_H7BXS4,0,0.014048098,0.011233579,0.008099363,0.004992799,0.005247008,0,0.011195605
UniRef90_E9PJR8,0,0.004680501,0,0,0.00499172,0,0,0.035640111
UniRef90_Q08426,0.024699756,0.022993085,0,0.020442447,0,0,0,0.014463062
UniRef90_G3RSR8,0.060791512,0.046989931,0.048593099,0.041040622,0.046760885,0.041779629,0.036871014,0.044725264
UniRef90_A0A2K6LRN1,0.020864409,0.024606153,0.014506079,0.018907499,0.020414608,0.010488261,0.015564272,0.020483318
UniRef90_A0A287BLL9,0.017772812,0.007420133,0.013581308,0.008099244,0.014019189,0,0.008789694,0.009642727
UniRef90_P17427,0.030840498,0,0.013578711,0,0.014014962,0.01473045,0,0
UniRef90_Q96RU3,0,0.007420767,0,0,0,0,0,0
UniRef90_H0YE81,0.011754843,0.025907764,0.007664509,0.005108259,0.004991098,0.008313847,0,0.022680546
UniRef90_H7C4N2,0.004548558,0.012103556,0,0.014347723,0.007913895,0,0,0.013536055
UniRef90_I3M2X9,0.004548792,0,0,0,0,0,0,0
UniRef90_D4A447,0.009097511,0.014047613,0,0,0.00791405,0,0,0.004821348
UniRef90_F6VG99,0.010560093,0.023430478,0.01250379,0.010218605,0.019515283,0,0,0.014463064
UniRef90_E5RK27,0.01631015,0.017329265,0.004837113,0,0.014980564,0.005246793,0,0.009642666
UniRef90_Q9D1L9,0.011758421,0.01314448,0.014516522,0,0,0.012184658,0,0
UniRef90_H0YFB2,0.009097517,0.012103194,0.007667451,0,0.004993014,0.008317038,0,0
UniRef90_Q9Z280-2,0.052790972,0.041823331,0.032749507,0.031385311,0.032654492,0.023118473,0.025134635,0.039564922
UniRef90_H0Y610,0.018977856,0.017330963,0.012505082,0.005109344,0.009985236,0.005246335,0,0.011194399
UniRef90_E9PK59,0,0,0,0,0.007914111,0,0,0
UniRef90_Q8CFE4,0.007209742,0,0,0,0,0,0,0
UniRef90_I3L4E7,0,0.007420716,0,0.005110326,0.007914051,0,0,0
UniRef90_B4DGK6,0.009097517,0.012103194,0.007667451,0,0.004993014,0.008317038,0,0
UniRef90_Q2EN76,0.010562656,0.007420541,0,0.008099689,0.007913864,0,0,0.009643257
UniRef90_E9Q9K5-4,0.012582137,0.032338214,0.042717363,0.014136692,0.026927878,0.043169532,0,0.036705904
UniRef90_I3L9C3,0.020289301,0.00468173,0,0,0,0,0,0
UniRef90_Q804S5,0.027444119,0.030172962,0.01351425,0.026134544,0.044456178,0.013498561,0,0.029141068
UniRef90_A0A1D5RM79,0.023705507,0,0,0,0,0,0,0
UniRef90_B3KQ51,0.013632528,0.020230325,0.016059215,0.014333921,0.004986911,0,0.008779456,0.035483035
UniRef90_P14618,0.042028146,0.04546822,0.029681382,0.029782255,0.009857289,0.030190604,0.02903715,0.038746697
UniRef90_Q91YN5,0.020291975,0,0,0,0,0,0,0
UniRef90_A0A5N4CU77,0.016835621,0.00742044,0.007667448,0,0,0,0,0
UniRef90_Q00724,0.052195713,0.034599698,0.026432483,0,0.018250299,0,0,0.038673927
UniRef90_P08503,0.022509,0.035187033,0.011209619,0.028699347,0.024228478,0.008299239,0,0.029091425
UniRef90_A0A5F4DD69,0.009097759,0,0,0,0.004993147,0,0,0
UniRef90_Q5VWP3,0.029025983,0.032438311,0.027308579,0.020390033,0.019916127,0.017385079,0,0.036641249
UniRef90_Q9WUZ7,0.004547851,0.009362038,0.014513154,0,0.022913321,0.015745988,0,0
UniRef90_C9JUG7,0,0.012103017,0,0,0,0,0,0
UniRef90_Q9Y243,0.026346316,0.02321403,0.013574619,0,0.023195305,0.005243275,0,0.022937468
UniRef90_A5GFN8,0.007204118,0.010862893,0,0,0,0,0,0.042881131
UniRef90_D4AE58,0.004548734,0,0.004837608,0.005110314,0.004993106,0,0,0.007642068
UniRef90_G3TIC9,0.004548734,0.00936408,0,0.008099861,0,0,0,0
UniRef90_A0A337S987,0.016305866,0.01914315,0.004835675,0.010217835,0.026434676,0,0,0.016678703
UniRef90_Q08AD1,0.012771229,0,0,0,0,0,0,0
UniRef90_P41566,0,0.009363927,0,0,0.004993144,0,0,0
UniRef90_P15651,0.011759335,0.013145581,0.004837342,0.005110032,0,0.005247041,0,0.011195907
UniRef90_F1SMQ7,0.019335651,0.004681166,0,0.010220212,0.014981995,0,0.005545,0
UniRef90_D3ZH41,0.01820089,0.01732763,0,0,0,0,0,0.0160173
UniRef90_F1RK61,0,0.004681285,0,0.00510975,0.023491775,0,0,0.004820909
UniRef90_O00264,0.01442232,0.007420311,0,0.005110129,0.011594352,0,0,0.004821266
UniRef90_Q9NVH6,0,0.015555957,0.004837534,0,0,0,0,0
UniRef90_P08727,0.013646983,0.007420472,0.009675858,0,0,0.005247254,0,0
UniRef90_Q9H444,0.009094933,0.036139992,0,0,0.009983558,0,0,0
UniRef90_H0Y4B9,0.017776768,0.013144806,0.012505965,0,0.004992734,0,0,0.007641356
UniRef90_M0QYC8,0.05848114,0.055407029,0.042067935,0.046181734,0.037898614,0.03335946,0.030698858,0.051500682
UniRef90_P54319,0.021393121,0.010870332,0,0,0.015829333,0,0,0.012463592
UniRef90_J3QQY1,0.00454876,0,0,0,0,0,0,0.01119564
UniRef90_K7EJ78,0.024057202,0.004681478,0,0,0,0,0,0.004821109
UniRef90_P62745,0.030634088,0.02510449,0.011226008,0,0.011586744,0,0,0.01970604
UniRef90_B1AX77,0.004548676,0.010871701,0.004837547,0.005110249,0.007914101,0,0,0.00482138
UniRef90_A0A5S6GW77,0.01998341,0.00468166,0.007667554,0,0.004992955,0.005247172,0,0.004821295
UniRef90_P15116,0.038535795,0.035035195,0.032560859,0.014219466,0.045159168,0.032389605,0,0.027939772
UniRef90_Q7Z2W4,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_A0A096LPB7,0.024616913,0.039576346,0,0.020819897,0.031702173,0,0.021607585,0.039697269
UniRef90_C9JWC3,0.02796101,0.035545033,0.013543607,0.005095355,0.037242548,0.005231971,0,0.036553704
UniRef90_M3WB74,0.012771567,0,0,0,0,0,0,0
UniRef90_P26440,0.032339252,0.033105477,0.021814193,0.025257648,0.028535178,0.022996833,0.021598867,0.037349678
UniRef90_E9PRE3,0.011756838,0.023432298,0.012503749,0.010218572,0.018482229,0,0,0.014463017
UniRef90_H0Y8P6,0.018977856,0.017330963,0.012505082,0.005109344,0.009985236,0.005246335,0,0.011194399
UniRef90_Q95266,0.015722041,0.027605975,0.025239214,0.008089855,0.014963591,0.013552813,0,0.027946437
UniRef90_Q9NYL2,0.025549989,0.018720852,0,0.01696709,0,0,0,0.03250811
UniRef90_Q3THF9,0,0.010871605,0,0,0,0,0,0.007641933
UniRef90_P48443,0.021128305,0,0,0.011866031,0.015830303,0,0,0
UniRef90_P31946,0.014421919,0.007420567,0.004837523,0,0,0,0,0
UniRef90_A0A287AZQ2,0.02796101,0.035545033,0.013543607,0.005095355,0.037242548,0.005231971,0,0.036553704
UniRef90_F1M9C0,0.023725181,0.014043691,0.012502873,0.008097763,0,0,0.008788087,0.017846152
UniRef90_K7ESB2,0.015102343,0.026489476,0,0.008094918,0.019012404,0,0,0.023448968
UniRef90_O95678,0.004548771,0,0.007667654,0,0,0,0,0
UniRef90_Q52NJ2,0.0090961,0.0275788,0,0,0,0,0,0.014465026
UniRef90_Q86VW0,0.027962953,0.029950039,0.029809347,0.038699489,0.021431867,0.018684529,0.034819311,0.028941778
UniRef90_H3BNP8,0.009097164,0.01484215,0,0.016202825,0.014018517,0.00524692,0.005545318,0
UniRef90_Q6DKP5,0.007209742,0,0,0,0,0,0,0
UniRef90_Q9BT78,0,0,0,0,0,0,0,0.023896482
UniRef90_A2ABV5,0.010562512,0.007420554,0,0,0.011594901,0,0,0.004821348
UniRef90_P32198,0.037209273,0.046451503,0.029261962,0.033624587,0.021627064,0,0.017334013,0.043517676
